,Company,Market_Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,Unnamed: 16,norm_name,match,match_score,comp_name,WikidataID,Des,Logo,employees_count,Market_Value_class,Revenue_class,Profits_class,Assets_class,Rank_class
1742,Orient,2.512,2.027,0.2528,51.484,1745.0,Financials,Consumer_Financial_Services,Asia,Japan,Japan,,Masayuki Saito,http://www.forbes.com/companies/orient/,0.004910263383,0.1247163296,,orient,richemont,0,richemont,http://www.wikidata.org/entity/Q689240,company,https://upload.wikimedia.org/wikipedia/commons/4/41/Logo_Richemont.svg,19137.0,low,low,low,mid,high
1743,KWG_Property_Holding,4.462,1.696,0.5373,20.723,1746.0,Financials,Consumer_Financial_Services,Asia,Hong_Kong,Hong Kong,,Jian Kong,http://www.forbes.com/companies/kwg-property-holding/,0.02592771317,0.3168042453,,kwg property holding,getin holding,0,getin holding,http://www.wikidata.org/entity/Q578661,public company,https://upload.wikimedia.org/wikipedia/commons/e/e2/Getin_holding_Logo.svg,0.0,low,low,mid,mid,high
1744,Sears_Holdings,0.369,16.702,-0.383,7.554,1747.0,Consumer Discretionary,Discount_Stores,North America,United_States,Illinois,Illinois,Edward Lampert,http://www.forbes.com/companies/sears-holdings/,-0.05070161504,-0.02293138546,,sears holdings,sapporo holdings,0,sapporo holdings,http://www.wikidata.org/entity/Q11304809,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Sapporo_logo.svg,0.0,low,mid,low,mid,high
1745,Aareal_Bank,3.011,1.146,0.2244,50.979,1748.0,Financials,Thrifts_&_Mortgage_Finance,Europe,Germany,Germany,,Hermann Merkens,http://www.forbes.com/companies/aareal-bank/,0.004401812511,0.1958115183,,aareal bank,refah bank,0,refah bank,http://www.wikidata.org/entity/Q7307083,Iranian banking and financial services corporation,https://upload.wikimedia.org/wikipedia/commons/8/8e/Refah-Bank-Logo.png,0.0,low,low,low,mid,high
1746,Affiliated_Managers_Group,8.949,2.434,0.7201,8.584,1748.0,Financials,Investment_Services,North America,United_States,Florida,Florida,Sean Healey,http://www.forbes.com/companies/affiliated-managers-group/,0.08388863001,0.2958504519,,affiliated managers group,,0,,,,nan,,low,low,mid,mid,high
1747,Hyakugo_Bank,1.183,0.773,0.1065,50.866,1750.0,Financials,Regional_Banks,Asia,Japan,Japan,,Tsuyoshi Ueda,http://www.forbes.com/companies/hyakugo-bank/,0.002093736484,0.137774903,,hyakugo bank,bangkok bank,0,bangkok bank,http://www.wikidata.org/entity/Q806483,financial institution in Thailand,https://upload.wikimedia.org/wikipedia/commons/9/9b/Logo_Bangkok_Bank_Public_Company_Limited.svg,0.0,low,low,low,mid,high
1748,Metropolitan_Bank_&_Trust,6.556,2.096,0.3647,39.59,1750.0,Financials,Regional_Banks,Asia,Philippines,Philippines,,Arthur Ty,http://www.forbes.com/companies/metropolitan-bank-trust/,0.009211922203,0.1739980916,,metropolitan bank & trust,,0,,,,nan,,low,low,low,mid,high
1749,TP_ICAP,3.351,2.286,0.112,50.556,1752.0,Financials,Investment_Services,Europe,United_Kingdom,United Kingdom,,John Phizackerley,http://www.forbes.com/companies/tp-icap/,0.00221536514,0.04899387577,,tp icap,,0,,,,nan,,low,low,low,mid,high
1750,China_Oriental_Group,2.675,6.123,0.7194,3.748,1753.0,,nan,Asia,Hong_Kong,Hong Kong,,Jing Han,http://www.forbes.com/companies/china-oriental-group/,0.1919423693,0.1174914258,,china oriental group,ascena retail group,0,ascena retail group,http://www.wikidata.org/entity/Q5307031,American retailer of women's clothing,https://upload.wikimedia.org/wikipedia/commons/7/7f/DressBarn_new_logo.gif,0.0,low,low,mid,mid,high
1751,First_Pacific,2.223,7.297,0.1206,20.454,1754.0,Financials,Investment_Services,Asia,Hong_Kong,Hong Kong,,Manuel Pangilinan,http://www.forbes.com/companies/first-pacific/,0.005896157231,0.01652734,,first pacific,first pacific,1,first pacific,http://www.wikidata.org/entity/Q305393,company,https://upload.wikimedia.org/wikipedia/commons/d/de/First_Pacific_logo.jpg,0.0,low,low,low,mid,high
1752,Hengan_International_Group,10.642,2.936,0.5618,5.973,1755.0,Consumer Staples,Household/Personal_Care,Asia,China,China,,Man Sze,http://www.forbes.com/companies/hengan-international-group/,0.09405658798,0.1913487738,,hengan international group,american international group,0,american international group,http://www.wikidata.org/entity/Q212235,American multinational insurance corporation,https://upload.wikimedia.org/wikipedia/commons/b/b3/AIG_logo.svg,0.0,mid,low,mid,mid,high
1753,Banca_Popolare_di_Sondrio,2.099,1.348,0.1796,49.983,1756.0,Financials,Regional_Banks,Europe,Italy,Italy,,Mario Pedranzini,http://www.forbes.com/companies/banca-popolare-di-sondrio/,0.003593221695,0.1332344214,,banca popolare di sondrio,banca popolare di lodi,0,banca popolare di lodi,http://www.wikidata.org/entity/Q806151,public company,https://upload.wikimedia.org/wikipedia/commons/9/96/Logo_banco_popolare_gruppo_bancario.svg,0.0,low,low,low,mid,high
1754,Bandai_Namco_Holdings,8.379,6.12,0.4882,5.082,1756.0,Consumer Discretionary,Recreational_Products,Asia,Japan,Japan,,Takeo Takasu,http://www.forbes.com/companies/bandai-namco-holdings/,0.09606454152,0.07977124183,,bandai namco holdings,bandai namco holdings,1,bandai namco holdings,http://www.wikidata.org/entity/Q806259,Japanese holding company,https://upload.wikimedia.org/wikipedia/commons/5/53/Bandai_Namco_Holdings_logo.svg,0.0,low,low,mid,mid,high
1755,Credito_Emiliano,2.879,2.119,0.2104,49.935,1758.0,Financials,Regional_Banks,Europe,Italy,Italy,,Angelo Campani,http://www.forbes.com/companies/credito-emiliano/,0.004213477521,0.09929211892,,credito emiliano,,0,,,,nan,,low,low,low,mid,high
1756,Ingredion,8.074,5.847,0.535,5.975,1759.0,Consumer Staples,Food_Processing,North America,United_States,Illinois,Illinois,James P. Zallie,http://www.forbes.com/companies/ingredion/,0.08953974895,0.09149991449,,ingredion,ingredion,1,ingredion,http://www.wikidata.org/entity/Q8273105,American ingredient manufacturer,https://upload.wikimedia.org/wikipedia/commons/1/1d/Ingredion.svg,0.0,low,low,mid,mid,high
1757,Hanwa,1.884,16.161,0.1566,8.105,1760.0,Materials,Diversified_Metals_&_Mining,Asia,Japan,Japan,,Shuji Kita,http://www.forbes.com/companies/hanwa/,0.01932140654,0.009689994431,,hanwa,humana,0,humana,http://www.wikidata.org/entity/Q910866,American managed health care company,https://upload.wikimedia.org/wikipedia/commons/9/9d/Humana_logo.png,51600.0,low,mid,low,mid,high
1758,Essex_Property_Trust,16.012,1.392,0.345,12.643,1761.0,Financials,Real_Estate,North America,United_States,California,California,Michael Schall,http://www.forbes.com/companies/essex-property-trust/,0.02728782726,0.2478448276,,essex property trust,liberty property trust,0,liberty property trust,http://www.wikidata.org/entity/Q6541925,American real estate company,https://upload.wikimedia.org/wikipedia/commons/2/2b/Liberty_Property_Trust_Logo_1.2019.svg,0.0,mid,low,low,mid,high
1759,AmTrust_Financial_Services,2.615,6.065,0.2903,25.701,1762.0,Financials,Property_&_Casualty_Insurance,North America,United_States,New York,New York,Barry Zyskind,http://www.forbes.com/companies/amtrust-financial-services/,0.01129528034,0.04786479802,,amtrust financial services,"amtrust financial services, inc.",0,"amtrust financial services, inc.",http://www.wikidata.org/entity/Q4738904,New York City-based multinational property and casualty insurance company,https://upload.wikimedia.org/wikipedia/commons/e/e8/AMT_FlyingA-AmTrust.jpg,0.0,low,low,low,mid,high
1760,Brilliance_China_Automotive_Holdings,9.397,0.784,0.647,5.813,1762.0,Consumer Discretionary,Auto_&_Truck_Parts,Asia,Hong_Kong,Hong Kong,,Yu Qi,http://www.forbes.com/companies/brilliance-china-automotive-holdings/,0.1113022536,0.825255102,,brilliance china automotive holdings,brilliance china automotive holdings,1,brilliance china automotive holdings,http://www.wikidata.org/entity/Q97961992,Chinese listed automobile company,https://upload.wikimedia.org/wikipedia/commons/e/e0/Brilliance_Auto_logo.svg,0.0,low,low,mid,mid,high
1761,Bio-Rad_Laboratories,8.494,2.212,0.7591,6.215,1764.0,Health Care,Medical_Equipment_&_Supplies,North America,United_States,California,California,Norman Schwartz,http://www.forbes.com/companies/bio-rad-laboratories/,0.1221399839,0.3431735986,,bio rad laboratories,silicon laboratories,0,silicon laboratories,http://www.wikidata.org/entity/Q2286044,American multinational fabless semiconductor company,https://upload.wikimedia.org/wikipedia/commons/1/1a/Silicon_Labs_2015.svg,0.0,low,low,mid,mid,high
1762,Core-Mark_Holding,0.88,15.989,0.0301,1.67,1764.0,Industrials,Trading_Companies,North America,United_States,California,California,Thomas Perkins,http://www.forbes.com/companies/core-mark-holding/,0.0180239521,0.001882544249,,core mark holding,copa holdings,0,copa holdings,http://www.wikidata.org/entity/Q5168189,Holdings Organisation,https://upload.wikimedia.org/wikipedia/commons/a/af/Copa_airlines_logo.png,0.0,low,mid,low,mid,high
1763,San-In_Godo_Bank,1.51,0.808,0.1124,49.341,1764.0,Financials,Regional_Banks,Asia,Japan,Japan,,Ichiro Kubota,http://www.forbes.com/companies/san-in-godo-bank/,0.002278024361,0.1391089109,,san in godo bank,saint gobain,0,saint gobain,http://www.wikidata.org/entity/Q678565,French building material company,https://upload.wikimedia.org/wikipedia/commons/8/8f/%E3%82%B5%E3%83%B3%E3%82%B4%E3%83%90%E3%83%B3.jpg,171000.0,low,low,low,mid,high
1764,Align_Technology,22.962,1.6,0.2579,1.783,1767.0,Health Care,Medical_Equipment_&_Supplies,North America,United_States,California,California,Joseph Hogan,http://www.forbes.com/companies/align-technology/,0.1446438587,0.1611875,,align technology,linear technology,0,linear technology,http://www.wikidata.org/entity/Q999567,company,https://upload.wikimedia.org/wikipedia/commons/a/ae/Logo_Linear_Technology.svg,3800.0,mid,low,low,mid,high
1765,Extra_Space_Storage,12.008,1.122,0.4841,7.471,1767.0,Financials,Real_Estate,North America,United_States,Utah,Utah,Joseph Margolis,http://www.forbes.com/companies/extra-space-storage/,0.0647972159,0.4314616756,,extra space storage,public storage,0,public storage,http://www.wikidata.org/entity/Q1156045,US international self storage company,https://upload.wikimedia.org/wikipedia/commons/d/d6/Public_Storage_logo.svg,0.0,mid,low,mid,mid,high
1766,Ares_Capital,7.077,1.233,0.791,12.693,1769.0,Financials,Investment_Services,North America,United_States,New York,New York,Kipp deVeer III,http://www.forbes.com/companies/ares-capital/,0.06231781297,0.6415247364,,ares capital,reliance capital,0,reliance capital,http://www.wikidata.org/entity/Q2142614,Indian Financial Services company,https://upload.wikimedia.org/wikipedia/commons/8/8a/Logo_Reliance_Capital.svg,0.0,low,low,mid,mid,high
1767,Nuernberger_Beteiligungs,0.965,4.913,0.105,37.136,1769.0,Financials,Diversified_Insurance,Europe,Germany,Germany,,Armin Zitzmann,http://www.forbes.com/companies/nuernberger-beteiligungs/,0.002827445067,0.02137187055,,nuernberger beteiligungs,energizer holdings,0,energizer holdings,http://www.wikidata.org/entity/Q1200840,American manufacturer of batteries,https://upload.wikimedia.org/wikipedia/commons/5/55/Energizer_logo.svg,0.0,low,low,low,mid,high
1768,Tokyo_TY_Financial_Group,0.818,0.731,0.0542,49.078,1769.0,Financials,Regional_Banks,Asia,Japan,Japan,,Takashi Sakamoto,http://www.forbes.com/companies/tokyo-ty-financial-group/,0.001104364481,0.07414500684,,tokyo ty financial group,kb financial group,0,kb financial group,http://www.wikidata.org/entity/Q12581339,"major Korean finance group, known due to daughter company (KB Kookmin Bank)",https://upload.wikimedia.org/wikipedia/commons/9/9f/Kookminbank.jpg,0.0,low,low,low,mid,high
1769,Senshu_Ikeda_Holdings,1.1,0.847,0.0898,48.921,1772.0,Financials,Regional_Banks,Asia,Japan,Japan,,Kazuyuki Kataoka,http://www.forbes.com/companies/senshu-ikeda-holdings/,0.001835612518,0.1060212515,,senshu ikeda holdings,senshu ikeda holdings,1,senshu ikeda holdings,http://www.wikidata.org/entity/Q11551995,a company,https://upload.wikimedia.org/wikipedia/commons/b/bf/Senshu_Ikeda_Holdings_Logo.svg,0.0,low,low,low,mid,high
1770,BRF,5.329,10.483,-0.3523,14.171,1773.0,Consumer Staples,Food_Processing,South America,Brazil,Brazil,,Lorival Luz Jr.,http://www.forbes.com/companies/brf-brasil-foods/,-0.02486063087,-0.03360679195,,brf,,0,,,,nan,,low,mid,low,mid,high
1771,Liberbank,1.685,0.887,-0.3062,48.289,1774.0,Financials,Regional_Banks,Europe,Spain,Spain,,Manuel MenÃ©ndez,http://www.forbes.com/companies/liberbank/,-0.006340988631,-0.3452085682,,liberbank,oberbank,0,oberbank,http://www.wikidata.org/entity/Q2009139,Austrian banking company,https://upload.wikimedia.org/wikipedia/commons/8/8a/Oberbank_Logo.svg,2025.0,low,low,low,mid,high
1772,Shandong_Chenming_Paper_B_HKD,3.964,4.618,0.58,17.019,1775.0,Materials,Paper_&_Paper_Products,Asia,China,China,,Guang Geng,http://www.forbes.com/companies/shandong-chenming-paper-b-hkd/,0.03407955814,0.1255954959,,shandong chenming paper b hkd,,0,,,,nan,,low,low,mid,mid,high
1773,B3,13.43,1.151,0.406,11.677,1776.0,Financials,Investment_Services,South America,Brazil,Brazil,,Gilson Finkelsztain,http://www.forbes.com/companies/b3/,0.03476920442,0.3527367507,,b3,b3,1,b3,http://www.wikidata.org/entity/Q796297,"Stock exchange located in São Paulo, Brazil",https://upload.wikimedia.org/wikipedia/commons/d/d7/B3_logo.png,0.0,mid,low,low,mid,high
1774,RusHydro,5.102,5.968,0.4117,18.003,1777.0,Utilities,Electric_Utilities,Asia,Russia,Russia,,Nikolay Shulginov,http://www.forbes.com/companies/rushydro/,0.02286841082,0.06898458445,,rushydro,norsk hydro,0,norsk hydro,http://www.wikidata.org/entity/Q511031,Norwegian aluminum and renewable energy company,https://upload.wikimedia.org/wikipedia/commons/4/44/Norsk_Hydro.svg,36000.0,low,low,low,mid,high
1775,TransUnion,12.788,2.016,0.4519,5.164,1777.0,,nan,North America,United_States,Illinois,Illinois,James Peck,http://www.forbes.com/companies/transunion/,0.08750968242,0.224156746,,transunion,transocean,0,transocean,http://www.wikidata.org/entity/Q686785,offshore drilling contractor,https://upload.wikimedia.org/wikipedia/commons/7/78/Transocean_logo.svg,0.0,mid,low,mid,mid,high
1776,Maxis,10.902,2.104,0.5299,4.941,1779.0,Telecommunication Services,Telecommunications_services,Asia,Malaysia,Malaysia,,Arshad Tun Uda,http://www.forbes.com/companies/maxis/,0.1072454969,0.2518536122,,maxis,natixis,0,natixis,http://www.wikidata.org/entity/Q571156,French corporate and investment bank,https://upload.wikimedia.org/wikipedia/commons/0/0e/Logo_natixis.gif,39.0,mid,low,mid,mid,high
1777,BBVA_Banco_Continental,6.838,1.827,0.4324,23.921,1780.0,Financials,Regional_Banks,South America,Peru,Peru,,Eduardo Torres-Llosa,http://www.forbes.com/companies/bbva-banco-continental/,0.01807616738,0.2366721401,,bbva banco continental,arca continental,0,arca continental,http://www.wikidata.org/entity/Q5612197,,https://upload.wikimedia.org/wikipedia/commons/3/36/Arca_continental_logo.png,0.0,low,low,mid,mid,high
1778,Bank_of_Qingdao,3.614,1.898,0.2794,47.033,1781.0,Financials,Regional_Banks,Asia,China,China,,Qing Chen,http://www.forbes.com/companies/bank-of-qingdao/,0.005940509855,0.1472075869,,bank of qingdao,bank of china,0,bank of china,http://www.wikidata.org/entity/Q790068,state-owned bank in China,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bank_of_China_Holdings_Logo.svg,310042.0,low,low,low,mid,high
1779,Tongyang_Life_Insurance,1.122,5.551,0.1025,28.332,1782.0,Financials,Life_&_Health_Insurance,Asia,South_Korea,South Korea,,Han-Suh Koo,http://www.forbes.com/companies/tongyang-life-insurance/,0.003617817309,0.01846514142,,tongyang life insurance,china life insurance company,0,china life insurance company,http://www.wikidata.org/entity/Q1073306,company,https://upload.wikimedia.org/wikipedia/commons/5/56/China_Life.svg,99739.0,low,low,low,mid,high
1780,Sunshine_City_Group,4.725,4.887,0.3131,36.032,1783.0,,nan,Asia,China,China,,Teng Lin,http://www.forbes.com/companies/sunshine-city-group/,0.008689498224,0.06406793534,,sunshine city group,schindler group,0,schindler group,http://www.wikidata.org/entity/Q651212,Manufacturer of escalators and elevators,https://upload.wikimedia.org/wikipedia/commons/2/24/%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_%D1%88%D0%B8%D0%BD%D0%B4%D0%BB%D0%B5%D1%80.jpg,0.0,low,low,low,mid,high
1781,Square,22.024,2.421,-0.0717,2.38,1784.0,Information Technology,Software_&_Programming,North America,United_States,California,California,,http://www.forbes.com/companies/square/,-0.03012605042,-0.02961586121,,square,square,1,square,http://www.wikidata.org/entity/Q7581990,American financial services and digital payments company,https://upload.wikimedia.org/wikipedia/commons/b/ba/Square%2C_Inc._logo.svg,0.0,mid,low,low,mid,high
1782,Grupo_Galicia,7.11,3.957,0.503,18.115,1785.0,Financials,Regional_Banks,South America,Argentina,Argentina,,Pedro Richards,http://www.forbes.com/companies/grupo-galicia/,0.02776704389,0.1271165024,,grupo galicia,,0,,,,nan,,low,low,mid,mid,high
1783,Inventec,2.785,15.367,0.222,7.015,1786.0,Information Technology,Computer_Hardware,Asia,Taiwan,Taiwan,,Kuo Huang,http://www.forbes.com/companies/inventec/,0.03164647185,0.01444654129,,inventec,rentech,0,rentech,http://www.wikidata.org/entity/Q7313537,,https://upload.wikimedia.org/wikipedia/commons/1/16/Rentech_logo_small.png,0.0,low,mid,low,mid,high
1784,Syndicate_Bank,1.082,3.939,0.0772,46.291,1786.0,Financials,Regional_Banks,Asia,India,India,,Melwyn Rego,http://www.forbes.com/companies/syndicate-bank/,0.001667710786,0.01959888297,,syndicate bank,united bank,0,united bank,http://www.wikidata.org/entity/Q16920636,American bank holding company based in West Virginia,https://upload.wikimedia.org/wikipedia/commons/0/06/United_Bank_%28West_Virginia%29_logo.png,0.0,low,low,low,mid,high
1785,Microchip_Technology,21.782,3.981,0.2554,8.257,1788.0,Information Technology,Semiconductors,North America,United_States,Arizona,Arizona,Steve Sanghi,http://www.forbes.com/companies/microchip-technology/,0.03093133099,0.06415473499,,microchip technology,microchip technology,1,microchip technology,http://www.wikidata.org/entity/Q1545076,American company,https://upload.wikimedia.org/wikipedia/commons/c/ca/Microchip-Logo.svg,10000.0,mid,low,low,mid,high
1786,Supervalu,0.623,15.336,0.045,4.387,1788.0,Consumer Staples,Food_Retail,North America,United_States,Minnesota,Minnesota,Mark Gross,http://www.forbes.com/companies/supervalu/,0.01025757921,0.0029342723,,supervalu,supervalu,1,supervalu,http://www.wikidata.org/entity/Q682047,company,https://upload.wikimedia.org/wikipedia/commons/6/63/Supervalu_logo.svg,0.0,low,mid,low,mid,high
1787,Empresas_CMPC,9.974,5.408,0.2582,15.164,1790.0,Materials,Forest_Products,South America,Chile,Chile,,HernÃ¡n Wilson,http://www.forbes.com/companies/empresas-cmpc/,0.01702716961,0.04774408284,,empresas cmpc,empire company,0,empire company,http://www.wikidata.org/entity/Q5374063,a Canadian conglomerate engaged mostly in food retail and corporate investments,https://upload.wikimedia.org/wikipedia/commons/d/d6/Empire_Company_logo.svg,0.0,mid,low,low,mid,high
1788,Popular,4.711,2.215,0.1061,45.757,1791.0,Financials,Regional_Banks,North America,Puerto_Rico,Puerto Rico,,Ignacio Alvarez,http://www.forbes.com/companies/popular/,0.002318770898,0.0479006772,,popular,"popular, inc.",0,"popular, inc.",http://www.wikidata.org/entity/Q7229656,bank based in Puerto Rico,https://upload.wikimedia.org/wikipedia/commons/c/c6/BPPR_Popular_logo.svg,0.0,low,low,low,mid,high
1789,Taiwan_Mobile,12.297,3.956,0.457,5.325,1791.0,Telecommunication Services,Telecommunications_services,Asia,Taiwan,Taiwan,,Chun Cheng,http://www.forbes.com/companies/taiwan-mobile/,0.08582159624,0.115520728,,taiwan mobile,haima automobile,0,haima automobile,http://www.wikidata.org/entity/Q1397713,Chinese automotive manufacturing company,https://upload.wikimedia.org/wikipedia/commons/f/fd/%E5%8D%97%E4%BA%AC%E5%8D%A1%E5%AD%90%E9%97%A8%E5%A4%A7%E8%A1%97%E6%B5%B7%E9%A9%AC%E6%B1%BD%E8%BD%A6_-_panoramio.jpg,0.0,mid,low,mid,mid,high
1790,Jiangsu_Zhongnan_Construction_Group,4.439,5.233,0.1254,30.246,1793.0,,nan,Asia,China,China,,Jin Chen,http://www.forbes.com/companies/jiangsu-zhongnan-construction-group/,0.004146002777,0.02396330976,,jiangsu zhongnan construction group,huron consulting group,0,huron consulting group,http://www.wikidata.org/entity/Q17086972,management consulting firm,https://upload.wikimedia.org/wikipedia/commons/5/57/Huron_logo_rgb.jpg,0.0,low,low,low,mid,high
1791,Keiyo_Bank,1.232,0.574,0.1093,45.035,1794.0,Financials,Regional_Banks,Asia,Japan,Japan,,Jian Lu,http://www.forbes.com/companies/keiyo-bank/,0.002427001221,0.1904181185,,keiyo bank,keybank,0,keybank,http://www.wikidata.org/entity/Q1740314,"American regional bank headquartered in Cleveland, Ohio",https://upload.wikimedia.org/wikipedia/commons/d/d8/KeyBank.png,0.0,low,low,low,mid,high
1792,Hokkoku_Bank,1.188,0.601,0.0917,44.879,1795.0,Financials,Regional_Banks,Asia,Japan,Japan,,Tateki Ataka,http://www.forbes.com/companies/hokkoku-bank/,0.002043271909,0.1525790349,,hokkoku bank,kb kookmin bank,0,kb kookmin bank,http://www.wikidata.org/entity/Q496606,company,https://upload.wikimedia.org/wikipedia/commons/d/d4/KB_logo.svg,0.0,low,low,low,mid,high
1793,Nippon_Paint,14.397,5.398,0.3311,8.172,1795.0,Materials,Diversified_Chemicals,Asia,Japan,Japan,,Goh Jin,http://www.forbes.com/companies/nippon-paint/,0.04051639745,0.06133753242,,nippon paint,dai nippon printing,0,dai nippon printing,http://www.wikidata.org/entity/Q1157511,Japanese printing company,https://upload.wikimedia.org/wikipedia/commons/b/b1/Dai_Nippon_Printing_logo.svg,37740.0,mid,low,low,mid,high
1794,Ramsay_Health_Care,9.761,6.77,0.3676,6.867,1797.0,Health Care,Healthcare_Services,Australia,Australia,Australia,,Craig McNally,http://www.forbes.com/companies/ramsay-health-care/,0.05353138197,0.05429837518,,ramsay health care,molina healthcare,0,molina healthcare,http://www.wikidata.org/entity/Q6896175,American managed care company,https://upload.wikimedia.org/wikipedia/commons/6/69/Molina_Healthcare_logo.svg,0.0,mid,low,low,mid,high
1795,Yamada_Denki,5.017,14.2,0.269,11.054,1798.0,Information Technology,Computer_&_Electronics_Retail,Asia,Japan,Japan,,Tadao Ichimiya,http://www.forbes.com/companies/yamada-denki/,0.02433508232,0.01894366197,,yamada denki,maaden,0,maaden,http://www.wikidata.org/entity/Q6721006,Saudi mining company,https://upload.wikimedia.org/wikipedia/commons/5/50/Ma%27aden.svg,6149.0,low,mid,low,mid,high
1796,JB_Financial_Group,0.888,2.062,0.1819,44.457,1799.0,Financials,Regional_Banks,Asia,South_Korea,South Korea,,Han Kim,http://www.forbes.com/companies/jb-financial-group/,0.004091594125,0.08821532493,,jb financial group,kb financial group,0,kb financial group,http://www.wikidata.org/entity/Q12581339,"major Korean finance group, known due to daughter company (KB Kookmin Bank)",https://upload.wikimedia.org/wikipedia/commons/9/9f/Kookminbank.jpg,0.0,low,low,low,mid,high
1797,Kingboard_Chemical_Holdings,4.157,5.538,0.7178,11.295,1799.0,Materials,Specialized_Chemicals,Asia,Hong_Kong,Hong Kong,,Wing Chang,http://www.forbes.com/companies/kingboard-chemical-holdings/,0.06355024347,0.1296135789,,kingboard chemical holdings,mitsubishi chemical holdings,0,mitsubishi chemical holdings,http://www.wikidata.org/entity/Q3107966,Japanese chemicals company,https://upload.wikimedia.org/wikipedia/commons/f/f8/Mitsubishi_Chemical_Holdings_logo.svg,0.0,low,low,mid,mid,high
1798,United_Utilities,7.083,2.188,0.543,16.593,1799.0,Utilities,Diversified_Utilities,Europe,United_Kingdom,United Kingdom,,Steven Mogford,http://www.forbes.com/companies/united-utilities/,0.03272464292,0.2481718464,,united utilities,united utilities,1,united utilities,http://www.wikidata.org/entity/Q503038,British water company,https://upload.wikimedia.org/wikipedia/commons/f/f2/United_Utilities_logo.svg,0.0,low,low,mid,mid,high
1799,SK_Networks,1.168,14.701,0.0205,6.751,1802.0,Industrials,Trading_Companies,Asia,South_Korea,South Korea,,Shin-Won Choi,http://www.forbes.com/companies/sk-networks/,0.003036587172,0.001394462962,,sk networks,dasan networks,0,dasan networks,http://www.wikidata.org/entity/Q23044824,network company,https://upload.wikimedia.org/wikipedia/commons/7/76/DASAN_Networks_CI.jpg,0.0,low,mid,low,mid,high
1800,Hella_Kgaa_Hueck_&,7.166,8.009,0.4294,6.935,1803.0,Consumer Discretionary,Auto_&_Truck_Parts,Europe,Germany,Germany,,Sang-Gyu Park,http://www.forbes.com/companies/hella-kgaa-hueck/,0.06191780822,0.05361468348,,hella kgaa hueck &,,0,,,,nan,,low,low,mid,mid,high
1801,Sydney_Airport,12.139,1.131,0.4542,9.639,1803.0,Industrials,Other_Transportation,Australia,Australia,Australia,,Geoff Culbert,http://www.forbes.com/companies/sydney-airport/,0.04712107065,0.4015915119,,sydney airport,,0,,,,nan,,mid,low,mid,mid,high
1802,Japan_Securities,0.593,0.24,0.0357,43.736,1805.0,Financials,Investment_Services,Asia,Japan,Japan,,Minoru Masubuchi,http://www.forbes.com/companies/japan-securities/,0.0008162612036,0.14875,,japan securities,land securities,0,land securities,http://www.wikidata.org/entity/Q506160,British real estate investment trust,https://upload.wikimedia.org/wikipedia/commons/b/ba/Land_Securities_logo.svg,0.0,low,low,low,mid,high
1803,Hyatt_Hotels,9.526,4.404,0.59,7.987,1806.0,Consumer Discretionary,Hotels_&_Motels,North America,United_States,Illinois,Illinois,Mark Hoplamazian,http://www.forbes.com/companies/hyatt-hotels/,0.07387003881,0.133969119,,hyatt hotels,hyatt hotels corporation,0,hyatt hotels corporation,http://www.wikidata.org/entity/Q1425063,American multinational hospitality company,https://upload.wikimedia.org/wikipedia/commons/1/17/Hyatt_Logo.png,0.0,low,low,mid,mid,high
1804,Sysmex,18.054,2.544,0.3539,3.028,1807.0,Health Care,Medical_Equipment_&_Supplies,Asia,Japan,Japan,,Hisashi Ietsugu,http://www.forbes.com/companies/sysmex/,0.1168758256,0.1391116352,,sysmex,synnex,0,synnex,http://www.wikidata.org/entity/Q7662493,information technology supply chain services company,https://upload.wikimedia.org/wikipedia/commons/2/2e/Synnex_Corporation_logo.svg,0.0,mid,low,low,mid,high
1805,Fastighets_Balder,4.902,0.694,0.8333,12.978,1808.0,Financials,Consumer_Financial_Services,Europe,Sweden,Sweden,,Kjell Torne,http://www.forbes.com/companies/fastighets-balder/,0.06420866081,1.200720461,,fastighets balder,,0,,,,nan,,low,low,mid,mid,high
1806,Hyakujushi_Bank,0.99,0.643,0.0785,43.117,1808.0,Financials,Regional_Banks,Asia,Japan,Japan,,Tomoki Watanabe,http://www.forbes.com/companies/hyakujushi-bank/,0.001820627595,0.1220839813,,hyakujushi bank,al rajhi bank,0,al rajhi bank,http://www.wikidata.org/entity/Q1761176,Bank,https://upload.wikimedia.org/wikipedia/commons/f/f1/Al_Rajhi_Bank_Logo.svg,7600.0,low,low,low,mid,high
1807,Remgro,10.152,2.039,0.5518,9.6,1808.0,Industrials,Conglomerates,Africa,South_Africa,South Africa,,Jan Durand,http://www.forbes.com/companies/remgro/,0.05747916667,0.2706228543,,remgro,segro,0,segro,http://www.wikidata.org/entity/Q2205753,British logistics real estate investment trust,https://upload.wikimedia.org/wikipedia/commons/9/9f/SEGRO_logo.svg,0.0,mid,low,mid,mid,high
