y_pred,ent idx,paper,title,venue,match_status
6,23223,https://dblp.org/rec/conf/amcc/ColbertCP20,A Convex Optimization Approach to Improving Suboptimal Hyperparameters of Sliced Normal Distributions.,6,mismatch
28,23229,https://dblp.org/rec/conf/amcc/ColemanBT21,Observability-aware Target Tracking with Range Only Measurement.,28,mismatch
6,23230,https://dblp.org/rec/conf/amcc/ColemanT20,Backstepping Control of Gliding Robotic Fish for Trajectory Tracking in 3D Space.,6,mismatch
6,23233,https://dblp.org/rec/conf/amcc/CollinsB20,Exploiting an Adversary's Intentions in Graphical Coordination Games.,6,mismatch
13,23263,https://dblp.org/rec/conf/amcc/CookBRWP20,Low-Cost DC Motor System for Teaching Automatic Controls.,13,mismatch
28,23294,https://dblp.org/rec/conf/amcc/CortezD20,Correct-by-Design Control Barrier Functions for Euler-Lagrange Systems with Input Constraints.,28,mismatch
32,23296,https://dblp.org/rec/conf/amcc/CortinovisKMP20,Quasi-Optimal Sampling to Learn Basis Updates for Online Adaptive Model Reduction with Adaptive Empirical Interpolation.,32,mismatch
21,23317,https://dblp.org/rec/conf/amcc/CoutoRHK21,Detection and Isolation of Small Faults in Lithium-Ion Batteries via the Asymptotic Local Approach.,21,mismatch
21,23358,https://dblp.org/rec/conf/amcc/CuiZB21,Network-Cognizant Time-Coupled Aggregate Flexibility of Distribution Systems Under Uncertainties.,21,mismatch
6,23371,https://dblp.org/rec/conf/amcc/DSouzaN20,Piecewise-Linear Path Following for a Unicycle using Transverse Feedback Linearization.,6,mismatch
6,23376,https://dblp.org/rec/conf/amcc/DabiriCM21,Consensus of Incommensurate-order Fractional Multiagent Systems with a Fixed-length Memory.,6,mismatch
28,23377,https://dblp.org/rec/conf/amcc/DabiriCM21a,Closed-form Solution for The Finite-horizon Linear-quadratic Control Problem of Linear Fractional-order Systems.,28,mismatch
6,23387,https://dblp.org/rec/conf/amcc/DadaA20,Generalized SVD reduced-order observers for Nonlinear systems.,6,mismatch
6,23388,https://dblp.org/rec/conf/amcc/DadaA21,GSVD Information Filter for Discrete-Time Linear Dynamic Systems with Gross Errors.,6,mismatch
6,23415,https://dblp.org/rec/conf/amcc/DaiKPK21,State Constrained Stochastic Optimal Control Using LSTMs.,6,mismatch
35,23434,https://dblp.org/rec/conf/amcc/DangolRJ20,"Performance satisfaction in Midget, a thruster-assisted bipedal robot.",35,mismatch
32,23465,https://dblp.org/rec/conf/amcc/DasguptaRB20,Non-singular Trajectory Tracking Control of a Pitch-Constrained Quad-Rotorcraft using Integral Barrier Lyapunov Function.,32,mismatch
6,23476,https://dblp.org/rec/conf/amcc/DaveM20,Structural Results for Decentralized Stochastic Control with a Word-of-Mouth Communication.,6,mismatch
6,23515,https://dblp.org/rec/conf/amcc/DegueGLBN21,Differentially Private Outlier Detection in Multivariate Gaussian Signals.,6,mismatch
6,23517,https://dblp.org/rec/conf/amcc/DegueN20,Differentially Private Interval Observer Design with Bounded Input Perturbation.,6,mismatch
6,23558,https://dblp.org/rec/conf/amcc/Demetriou21a,Employing mobile sensor density to approximate state feedback kernels in static output feedback control of PDEs.,6,mismatch
21,23601,https://dblp.org/rec/conf/amcc/DeshpandeB20,Surrogate Modeling of Dynamics From Sparse Data Using Maximum Entropy Basis Functions.,21,mismatch
6,23602,https://dblp.org/rec/conf/amcc/DeshpandeB21,Sparse Sensing Architectures with Optimal Precision for Tracking Multi-agent Systems in Sensing-denied Environments.,6,mismatch
6,23616,https://dblp.org/rec/conf/amcc/DeviBDF21,Barrier Function-Based SDRE Control for Nonlinear Systems with State Constraints.,6,mismatch
32,23617,https://dblp.org/rec/conf/amcc/DevonportA20,Data-Driven Reachable Set Computation using Adaptive Gaussian Process Classification and Monte Carlo Methods.,32,mismatch
6,23623,https://dblp.org/rec/conf/amcc/DeyS20,Genomic decoy sites enhance the oscillatory regime of a biomolecular clock.,6,mismatch
6,23626,https://dblp.org/rec/conf/amcc/DeyTS21,Role of intercellular coupling and delay on the synchronization of genetic oscillators.,6,mismatch
6,23629,https://dblp.org/rec/conf/amcc/DezfuliGF21,A Generalized Sector Condition Approach to Observer-Based Control of Input-Delay LPV Systems under Saturation and Matched Disturbances.,6,mismatch
28,23639,https://dblp.org/rec/conf/amcc/DhaybiD20,Accurate Real-time Estimation of the Inertia Tensor of Package Delivery Quadrotors.,28,mismatch
6,23644,https://dblp.org/rec/conf/amcc/DiL21,Confidence Bounds on Identification of Linear Systems with Multiplicative Noise.,6,mismatch
6,23647,https://dblp.org/rec/conf/amcc/DiagneK21,Boundary Event-Triggered Control of Highly Re-Entrant Manufacturing System Described by a Nonlinear Hyperbolic PDE.,6,mismatch
21,23673,https://dblp.org/rec/conf/amcc/Ding0CG21,System Parameter and State Estimator over Unknown Linear Systems.,21,mismatch
21,23676,https://dblp.org/rec/conf/amcc/DingBL21,Analysis of Spurious Local Solutions of Optimal Control Problems: One-Shot Optimization Versus Dynamic Programming.,21,mismatch
6,23687,https://dblp.org/rec/conf/amcc/DingLA21,Escaping Spurious Local Minimum Trajectories in Online Time-varying Nonconvex Optimization.,6,mismatch
6,23694,https://dblp.org/rec/conf/amcc/DingW0J21,Byzantine-resilient distributed learning under constraints.,6,mismatch
28,23699,https://dblp.org/rec/conf/amcc/DingYJ21,Discounted online Newton method for time-varying time series prediction.,28,mismatch
6,23707,https://dblp.org/rec/conf/amcc/DinhM0R20,On Fixed-Time Interval Estimation of Discrete-Time Nonlinear Time-Varying Systems With Disturbances.,6,mismatch
21,23729,https://dblp.org/rec/conf/amcc/DjeumouVGPT21,On-The-Fly Control of Unknown Smooth Systems from Limited Data.,21,mismatch
6,23756,https://dblp.org/rec/conf/amcc/DoeserNAM20,Invariant Sets for Integrators and Quadrotor Obstacle Avoidance.,6,mismatch
6,23774,https://dblp.org/rec/conf/amcc/DollarSV20,Multi-Agent Control of Lane-Switching Automated Vehicles for Energy Efficiency.,6,mismatch
6,23788,https://dblp.org/rec/conf/amcc/DongCY20,Novel Classification of Finite Dimensional Filters with Non-maximal Rank Estimation Algebra.,6,mismatch
6,23802,https://dblp.org/rec/conf/amcc/DongQ20,Dynamic-Inner Canonical Correlation Analysis based Process Monitoring.,6,mismatch
28,23814,https://dblp.org/rec/conf/amcc/DongZF20,Oriented Pedestrian Social Interaction Modeling and Inference.,28,mismatch
6,23841,https://dblp.org/rec/conf/amcc/DowerM20a,Verification of stationary action trajectories via optimal control.,6,mismatch
6,23842,https://dblp.org/rec/conf/amcc/DowlingZ20,Transfer Learning for HVAC System Fault Detection.,6,mismatch
35,23843,https://dblp.org/rec/conf/amcc/DownesSH20,Lunar Terrain Relative Navigation Using a Convolutional Neural Network for Visual Crater Detection.,35,mismatch
6,23858,https://dblp.org/rec/conf/amcc/DuEFH21,Online power system parameter estimation and optimal operation.,6,mismatch
18,23927,https://dblp.org/rec/conf/amcc/DutreixSAC20,Interval-valued Markov Chain Abstraction of Stochastic Systems using Barrier Functions.,18,mismatch
28,23976,https://dblp.org/rec/conf/amcc/EdmondsYHSY21,Optimal Trajectories for Autonomous Human-Following Carts with Gesture-Based Contactless Positioning Suggestions.,28,mismatch
6,23988,https://dblp.org/rec/conf/amcc/EfremovKHH20,Driving Envelope Definition and Envelope Protection Using Model Predictive Control.,6,mismatch
28,24002,https://dblp.org/rec/conf/amcc/El-ArissDE21,To Resume or Not to Resume: A Behavior Tree Extension.,28,mismatch
6,24011,https://dblp.org/rec/conf/amcc/El-KebirB21,PDE-Based Modeling and Non-collocated Feedback Control of Electrosurgical-Probe/Tissue Interaction.,6,mismatch
6,24020,https://dblp.org/rec/conf/amcc/EladWMS20,Global Sensitivity Analysis for the Linear Assignment Problem.,6,mismatch
32,24038,https://dblp.org/rec/conf/amcc/Ellis20,Formulation of Economic Model Predictive Control to Address System Dynamics over Multiple Time Scales.,32,mismatch
45,24039,https://dblp.org/rec/conf/amcc/Ellis21,Machine Learning Enhanced Grey-Box Modeling for Building Thermal Modeling.,45,mismatch
21,24068,https://dblp.org/rec/conf/amcc/Ergocmen21,Reconfigurable Dynamic Control Allocation with SDRE As a FTFC for NASA GTM Design.,21,mismatch
6,24069,https://dblp.org/rec/conf/amcc/ErgocmenY20,Active Hybrid Fault Tolerant Flight Control of an UAV under Control Surface Damage.,6,mismatch
6,24081,https://dblp.org/rec/conf/amcc/EsfahaniKG21,Reinforcement Learning based on MPC/MHE for Unmodeled and Partially Observable Dynamics.,6,mismatch
6,24097,https://dblp.org/rec/conf/amcc/EstekiK21,Deterministic Privacy Preservation in Static Average Consensus Problem.,6,mismatch
28,24109,https://dblp.org/rec/conf/amcc/EugeneGD20,Learning and Optimization with Bayesian Hybrid Models.,28,mismatch
28,24119,https://dblp.org/rec/conf/amcc/EverettHH21,Robustness Analysis of Neural Networks via Efficient Partitioning with Applications in Control Systems.,28,mismatch
6,24132,https://dblp.org/rec/conf/amcc/FabianiG21,The optimal transport paradigm enables data compression in data-driven robust control.,6,mismatch
18,24136,https://dblp.org/rec/conf/amcc/Fadali20,"Hybrid Boolean Systems Models for Cyberattacks, Faults, and Human Operators.",18,mismatch
28,24153,https://dblp.org/rec/conf/amcc/FahdzyanaSH21,A Decomposed Co-design Strategy for Continuously Variable Transmission Design.,28,mismatch
6,24202,https://dblp.org/rec/conf/amcc/FangZ21a,Fundamental Limits of Obfuscation for Linear Gaussian Dynamical Systems: An Information-Theoretic Approach.,6,mismatch
6,24233,https://dblp.org/rec/conf/amcc/FarivarnejadB20,Decentralized Collective Transport along Manifolds Compatible with Holonomic Constraints by Robots with Minimal Global Information.,6,mismatch
6,24239,https://dblp.org/rec/conf/amcc/FaronovP21,Observer-Based Control of Drilling Mode in Rotary Drilling Systems.,6,mismatch
6,24265,https://dblp.org/rec/conf/amcc/FauserZ21,Resilience and Detection of Cyber-Physical Systems to Covert Attacks by exploiting Frequency Hopping Spread Spectrum.,6,mismatch
21,24304,https://dblp.org/rec/conf/amcc/FengGD21,Scalable Deep Reinforcement Learning for Ride-Hailing.,21,mismatch
6,24313,https://dblp.org/rec/conf/amcc/FengS21,Intrusion Detection System Configuration Under Asymmetric Information.,6,mismatch
6,24321,https://dblp.org/rec/conf/amcc/FenyesNG20,LPV-based autonomous vehicle control using the results of big data analysis on lateral dynamics.,6,mismatch
6,24326,https://dblp.org/rec/conf/amcc/FergusonBM20,Carrots or Sticks? The Effectiveness of Subsidies and Tolls in Congestion Games.,6,mismatch
20,24327,https://dblp.org/rec/conf/amcc/FergusonBM20a,Carrots or Sticks? The Effectiveness of Subsidies and Tolls in Congestion Games.,20,mismatch
6,24328,https://dblp.org/rec/conf/amcc/FergusonM21,The Impact of Fairness on Performance in Congestion Networks.,6,mismatch
6,24333,https://dblp.org/rec/conf/amcc/FerranteC20,Observer Design for Systems of Conservation Laws with Lipschitz Nonlinear Boundary Dynamics.,6,mismatch
28,24352,https://dblp.org/rec/conf/amcc/FerrinDC21,Zero-Error Tracking for Autonomous Vehicles through Epsilon-Trajectory Generation.,28,mismatch
28,24419,https://dblp.org/rec/conf/amcc/FlorenKH21,An Integrated Control Approach for the Combined Longitudinal and Lateral Vehicle Following Problem.,28,mismatch
6,24423,https://dblp.org/rec/conf/amcc/FloresL20,Robust Preview-Based Tractor-Trailer Lateral Control for Lane Keeping.,6,mismatch
6,24425,https://dblp.org/rec/conf/amcc/FloresR21,Output feedback control for a nonlinear optical interferometry system.,6,mismatch
21,24428,https://dblp.org/rec/conf/amcc/FnadiSBP21,Guaranteed Identification of Viscous Friction for a Nonlinear Inverted Pendulum Through Interval Analysis and Set Inversion.,21,mismatch
6,24432,https://dblp.org/rec/conf/amcc/FolkestadCAB21,Data-Driven Safety-Critical Control: Synthesizing Control Barrier Functions with Koopman Operators.,6,mismatch
28,24433,https://dblp.org/rec/conf/amcc/FolkestadPMMFB20,Extended Dynamic Mode Decomposition with Learned Koopman Eigenfunctions for Prediction and Control.,28,mismatch
6,24472,https://dblp.org/rec/conf/amcc/FranzeF20,A model predictive control strategy for finite-time reference synchronization in multi-agent systems with double-integrator dynamics.,6,mismatch
6,24476,https://dblp.org/rec/conf/amcc/FranzeLT21,Covert attack detection for constrained cyber-physical systems regulated by robust model predictive controllers.,6,mismatch
6,24505,https://dblp.org/rec/conf/amcc/FreigounTR21,A Spectral Decomposition Identification Algorithm for Structured State-Space Models: Estimating Semiphysical Models of Social Cognitive Theory.,6,mismatch
6,24538,https://dblp.org/rec/conf/amcc/Fu21,Probabilistic Planning with Preferences over Temporal Goals.,6,mismatch
21,24599,https://dblp.org/rec/conf/amcc/GagraniN20,Weakly Coupled Constrained Markov Decision Processes in Borel Spaces.,21,mismatch
6,24604,https://dblp.org/rec/conf/amcc/Galarza-Jimenez21,Extremum Seeking Under Persistent Gradient Deception: A Switching Systems Approach.,6,mismatch
28,24613,https://dblp.org/rec/conf/amcc/GallaKRH20,Design and Nonlinear Control of a Haptic Glove for Virtual Palpation.,28,mismatch
6,24666,https://dblp.org/rec/conf/amcc/GaoMS20,Hybrid Predictive Control for Tracking in a Single-Phase DC/AC Inverter with an Unknown Load.,6,mismatch
6,24686,https://dblp.org/rec/conf/amcc/GarciaA21,Model-Based Event-Triggered Control over Lossy Networks.,6,mismatch
6,24695,https://dblp.org/rec/conf/amcc/GarciaCPCD20,A Two-team Linear Quadratic Differential Game of Defending a Target.,6,mismatch
6,24711,https://dblp.org/rec/conf/amcc/GargP21a,Robust Control Barrier and Control Lyapunov Functions with Fixed-Time Convergence Guarantees.,6,mismatch
35,24730,https://dblp.org/rec/conf/amcc/GassmannA20,Scalable Zonotope-Ellipsoid Conversions using the Euclidean Zonotope Norm.,35,mismatch
6,24733,https://dblp.org/rec/conf/amcc/Gatsis21,Adaptive Scheduling for Machine Learning Tasks over Networks.,6,mismatch
35,24767,https://dblp.org/rec/conf/amcc/GeZXTD20,Development of a swimming robot for pipeline leak detection.,35,mismatch
28,24778,https://dblp.org/rec/conf/amcc/GehlotBBQB21,Collision Free Dynamic Stability of Formations Using Projection Based Estimators.,28,mismatch
35,24795,https://dblp.org/rec/conf/amcc/GeorgePYABC20,Multi-Agent Coordination for Distributed Transmit Beamforming.,35,mismatch
28,24854,https://dblp.org/rec/conf/amcc/GharbiBE21,Proximity Moving Horizon Estimation for Discrete-Time Nonlinear Systems.,28,mismatch
35,24860,https://dblp.org/rec/conf/amcc/GhasemiHVT20,Identifying Sparse Low-Dimensional Structures in Markov Chains: A Nonnegative Matrix Factorization Approach.,35,mismatch
21,24861,https://dblp.org/rec/conf/amcc/GhasemiHVT21,Online Learning with Implicit Exploration in Episodic Markov Decision Processes.,21,mismatch
6,24882,https://dblp.org/rec/conf/amcc/GhouseinW20,Backstepping control for a class of coupled hyperbolic-parabolic PDE systems.,6,mismatch
21,24936,https://dblp.org/rec/conf/amcc/GoelFM20,Fast Non-singular Terminal Sliding Controller for Magnetic Levitation Systems: A Disturbance-Observer Scheme.,21,mismatch
28,24938,https://dblp.org/rec/conf/amcc/GoelPDISRB21,Experimental Implementation of an Adaptive Digital Autopilot.,28,mismatch
6,24939,https://dblp.org/rec/conf/amcc/GoelR21,Closed-loop Reference Model based Distributed Model Reference Adaptive Control for Multi-agent Systems.,6,mismatch
35,24955,https://dblp.org/rec/conf/amcc/GomaaSMGH20,ROS Based Real-Time Motion Control for Robotic Visual Arts Exhibit Using Decawave Local Positioning System.,35,mismatch
21,24956,https://dblp.org/rec/conf/amcc/GomboTD21,Communication-free Cohesive Flexible-Object Transport using Decentralized Robot Networks.,21,mismatch
6,24979,https://dblp.org/rec/conf/amcc/GongPV21,Mean-field of optimal control problems for hybrid model of multilane traffic.,6,mismatch
6,25027,https://dblp.org/rec/conf/amcc/GoujardBJSM21,"Optimal Siting, Sizing and Bid Scheduling of a Price-Maker Battery on a Nodal Wholesale Market.",6,mismatch
28,25031,https://dblp.org/rec/conf/amcc/GoyalMS21,Optimal Actuator/Sensor Precision for Covariance Steering with Soft Convex Constraints on State and Control.,28,mismatch
6,25036,https://dblp.org/rec/conf/amcc/GracyMS20,Actuator Security Index for Structured Systems.,6,mismatch
6,25054,https://dblp.org/rec/conf/amcc/GreeneBNHD21,Cooperative Model-Based Reinforcement Learning for Approximate Optimal Tracking.,6,mismatch
28,25055,https://dblp.org/rec/conf/amcc/GreerSK21,A Comparative Study on Multidisciplinary and Multi-objective Optimal Control Design of an Aircraft Wing with Multiple Aileron.,28,mismatch
6,25064,https://dblp.org/rec/conf/amcc/GreiffSR21,Tuning and Analysis of Geometric Tracking Controllers on SO(3).,6,mismatch
6,25073,https://dblp.org/rec/conf/amcc/GriffioenRKS21,Resilient Control in the Presence of Man-in-the-Middle Attacks.,6,mismatch
6,25086,https://dblp.org/rec/conf/amcc/GrimsmanHM20,Stackelberg Equilibria for Two-Player Network Routing Games on Parallel Networks.,6,mismatch
6,25099,https://dblp.org/rec/conf/amcc/GrosZ21,Reinforcement Learning based on MPC and the Stochastic Policy Gradient Method.,6,mismatch
6,25100,https://dblp.org/rec/conf/amcc/GrosZ21a,Bias Correction in Reinforcement Learning via the Deterministic Policy Gradient Method for MPC-Based Policies.,6,mismatch
21,25106,https://dblp.org/rec/conf/amcc/GrotliHJI21,Adaptive sampling for UAV sensor network in oil spill management.,21,mismatch
12,25121,https://dblp.org/rec/conf/amcc/GruningPBR20,Energy-Aware Path Planning for Skid-Steer Robots Operating on Hilly Terrain.,12,mismatch
45,25157,https://dblp.org/rec/conf/amcc/GudetaKDR21,Leaderless Swarm Formation Control: From Global Specifications to Local Control Laws.,45,mismatch
6,25170,https://dblp.org/rec/conf/amcc/GuicherdMTK21,Simultaneous and Sequential Control Design for Discrete-Time Switched Linear Systems Using Semi-Definite Programming.,6,mismatch
32,25197,https://dblp.org/rec/conf/amcc/GuoM20,Robust output feedback Control for an Euler-Bernoulli Beam Equation.,32,mismatch
32,25200,https://dblp.org/rec/conf/amcc/GuoPK20,Persistence of Excitation in Uniformly Embedded Reproducing Kernel Hilbert (RKH) Spaces.,32,mismatch
6,25206,https://dblp.org/rec/conf/amcc/GuoSK21,Adaptive Seasonality Estimation for Campaign Optimization in Online Advertising.,6,mismatch
21,25238,https://dblp.org/rec/conf/amcc/GuptaR21,Higher-Harmonic Load Control of Wind Turbine Blades with Actuator Saturation.,21,mismatch
6,25266,https://dblp.org/rec/conf/amcc/HaberfeldGH21,Risk-Sensitive Rendezvous Algorithm for Heterogeneous Agents in Urban Environments.,6,mismatch
45,25277,https://dblp.org/rec/conf/amcc/HaddadCHS21,Prediction and Optimal Feedback Steering of Probability Density Functions for Safe Automated Driving.,45,mismatch
6,25290,https://dblp.org/rec/conf/amcc/HaddadL21,"Dissipativity Theory for Discrete-Time Nonlinear Stochastic Dynamical Systems, Part I: Input-Output and State Properties.",6,mismatch
45,25301,https://dblp.org/rec/conf/amcc/HaddiATPDDO20,Advanced Machine Learning Coupled with Heart-Inter-beat derivatives for Cardiac Arrhythmia Detection.,45,mismatch
28,25306,https://dblp.org/rec/conf/amcc/HaeriBJ21,Near-optimal Moving Average Estimation at Characteristic Timescales: An Allan Variance Approach.,28,mismatch
6,25308,https://dblp.org/rec/conf/amcc/HaesaertNS21,Formal Multi-Objective Synthesis of Continuous-State MDPs.,6,mismatch
21,25352,https://dblp.org/rec/conf/amcc/HallB21,Computationally Tractable Stability Criteria for Exogenously Switched Model Predictive Control.,21,mismatch
6,25357,https://dblp.org/rec/conf/amcc/HamadaBSFM21,Passivity-Based Lag-Compensators with Input Saturation for Mechanical Port-Hamiltonian Systems Without Velocity Measurements.,6,mismatch
6,25374,https://dblp.org/rec/conf/amcc/Han21,Gradient Methods with Dynamic Inexact Oracles.,6,mismatch
33,25381,https://dblp.org/rec/conf/amcc/HanKK20,Closed-form solutions for a real-time energy-optimal and collision-free speed planner with limited information.,33,mismatch
45,25389,https://dblp.org/rec/conf/amcc/HanSKR21,Leveraging Multiple Connected Traffic Light Signals in an Energy-Efficient Speed Planner.,45,mismatch
32,25437,https://dblp.org/rec/conf/amcc/HareUKJ20,Non-Bayesian Social Learning with Gaussian Uncertain Models.,32,mismatch
28,25471,https://dblp.org/rec/conf/amcc/HaseliC20,Fast Identification of Koopman-Invariant Subspaces: Parallel Symmetric Subspace Decomposition.,28,mismatch
6,25472,https://dblp.org/rec/conf/amcc/HaseliC21,Data-Driven Approximation of Koopman-Invariant Subspaces with Tunable Accuracy.,6,mismatch
6,25498,https://dblp.org/rec/conf/amcc/Hassaan0Y21,Equalized Recovery State Estimators for Linear Systems with Delayed and Missing Observations.,6,mismatch
21,25535,https://dblp.org/rec/conf/amcc/HavensH21,On Imitation Learning of Linear Control Policies: Enforcing Stability and Robustness Constraints via LMI Conditions.,21,mismatch
28,25537,https://dblp.org/rec/conf/amcc/HawkinsJABM20,A Nonlinear Fault Detection Scheme for PV Applications.,28,mismatch
28,25548,https://dblp.org/rec/conf/amcc/HeAMABZHYO20,Improving fuel economy of heavy-duty vehicles in daily driving.,28,mismatch
21,25550,https://dblp.org/rec/conf/amcc/HeBHK021,A Predictive Reaction-diffusion Based Model of E. coli Colony Growth Control.,21,mismatch
48,25559,https://dblp.org/rec/conf/amcc/HeHCG20,CPCA: A Chebyshev Proxy and Consensus based Algorithm for General Distributed Optimization.,48,mismatch
49,25577,https://dblp.org/rec/conf/amcc/HeZJWTSHML21,TDR-OBCA: A Reliable Planner for Autonomous Driving in Free-Space Environment.,49,mismatch
7,25580,https://dblp.org/rec/conf/amcc/HeZZS21,Rule-Based Safety-Critical Control Design using Control Barrier Functions with Application to Autonomous Lane Change.,7,mismatch
28,25586,https://dblp.org/rec/conf/amcc/HedmanM21,FFTSMC with Optimal Reference Trajectory Generated by MPC in Robust Robotino Motion Planning with Saturating Inputs.,28,mismatch
6,25597,https://dblp.org/rec/conf/amcc/HegedusFNG20,Handling of tire pressure variation in autonomous vehicles: an integrated estimation and control design approach.,6,mismatch
6,25602,https://dblp.org/rec/conf/amcc/HeinkeSW20,Distributed Controller Design for Systems Interconnected over Chordal Graphs.,6,mismatch
6,25631,https://dblp.org/rec/conf/amcc/HerediaGM20,Finite-Sample Analysis of Distributed Q-learning for Multi-Agent Networks.,6,mismatch
6,25655,https://dblp.org/rec/conf/amcc/HerreraMT21,Nonlinear Model Predictive Control of Permanent Magnet Synchronous Generators in DC Microgrids.,6,mismatch
6,25667,https://dblp.org/rec/conf/amcc/HewawadugeSZ21,Robustness of variance suppression in channel flows with imperfect transverse wall oscillations.,6,mismatch
28,25676,https://dblp.org/rec/conf/amcc/HibbardTT21,Point-Based Value Iteration and Approximately Optimal Dynamic Sensor Selection for Linear-Gaussian Processes.,28,mismatch
6,25684,https://dblp.org/rec/conf/amcc/HillGB21,Adaptive Control Strategies based on the Unscented Kalman Filter and Interacting Multiple Models.,6,mismatch
6,25732,https://dblp.org/rec/conf/amcc/HoekstraBD21,Towards State-of-Charge Estimation for Battery Packs: Reducing Computational Complexity by Optimising Model Sampling Time and Update Frequency of the Extended Kalman Filter.,6,mismatch
35,25733,https://dblp.org/rec/conf/amcc/HoekstraRBD20,Real-Time Range Maximisation of Electric Vehicles through Active Cell Balancing using Model-Predictive Control.,35,mismatch
19,25754,https://dblp.org/rec/conf/amcc/HolzingerTOR20,Context Aware Control of ADAS.,19,mismatch
6,25789,https://dblp.org/rec/conf/amcc/HotaG21,A Generalized SIS Epidemic Model on Temporal Networks with Asymptomatic Carriers and Comments on Decay Ratio.,6,mismatch
28,25814,https://dblp.org/rec/conf/amcc/HsiaoC20,On-line Path Planning and Visual Tracking of Fast-Moving Objects by Robot Manipulators with High-Speed Camera Arrays.,28,mismatch
45,25815,https://dblp.org/rec/conf/amcc/HsiaoW21,Decision Making Based on Physical and Neural Network Models for Precision Ball-Batting Robots.,45,mismatch
21,25862,https://dblp.org/rec/conf/amcc/HuT21,Optimal Networked Control Systems with State-dependent Markov Channels.,21,mismatch
45,25889,https://dblp.org/rec/conf/amcc/HuangCLF21,Improving 3D Recovery based on Super-Resolution Generative Adversarial Network and Uniform Continuous Trajectory for Atomic Force Microscopy.,45,mismatch
35,25891,https://dblp.org/rec/conf/amcc/HuangCTHS20,Adaptive Compliance Shaping with Human Impedance Estimation.,35,mismatch
32,25902,https://dblp.org/rec/conf/amcc/HuangK21,Balanced Reduced-Order Models for Iterative Nonlinear Control of Large-Scale Systems.,32,mismatch
6,25942,https://dblp.org/rec/conf/amcc/HuangZCYM21,State Estimation for a Zero-Dimensional Electrochemical Model of Lithium-Sulfur Batteries.,6,mismatch
6,25988,https://dblp.org/rec/conf/amcc/Hustig-SchultzS21,Uniting Nesterov's Accelerated Gradient Descent and the Heavy Ball Method for Strongly Convex Functions with Exponential Convergence Rate.,6,mismatch
6,26000,https://dblp.org/rec/conf/amcc/IannelliS21,The role of the state in model reduction with subspace and POD-based data-driven methods.,6,mismatch
45,26018,https://dblp.org/rec/conf/amcc/IfqirIOM20,Vehicle Lateral Velocity and Lateral Tire-road Forces Estimation Based on Switched Interval Observers.,45,mismatch
6,26030,https://dblp.org/rec/conf/amcc/IkedaN21,Maximum hands-off control with time-space sparsity.,6,mismatch
28,26039,https://dblp.org/rec/conf/amcc/ImaniG21,Partially-Observed Discrete Dynamical Systems.,28,mismatch
6,26085,https://dblp.org/rec/conf/amcc/IsalyPSD21,Adaptive Safety with Multiple Barrier Functions Using Integral Concurrent Learning.,6,mismatch
21,26105,https://dblp.org/rec/conf/amcc/Islam0YS21,Forming 2D3D Operator Control for Ambiguous Image Environments.,21,mismatch
6,26110,https://dblp.org/rec/conf/amcc/IslamLYS20,An Interactive Control Approach to 3D Shape Reconstruction.,6,mismatch
14,26115,https://dblp.org/rec/conf/amcc/IsmailL20,Tube-based Robust Model Predictive Control for a Distributed Parameter System Modeled as a Polytopic LPV.,14,mismatch
32,26126,https://dblp.org/rec/conf/amcc/Ito21,A Strict Smooth Lyapunov Function and Input-to-State Stability of SIR Model.,32,mismatch
32,26127,https://dblp.org/rec/conf/amcc/ItoF21,On Optimal Control with Polynomial Cost Functions for Linear Systems with Time-Invariant Stochastic Parameters.,32,mismatch
28,26146,https://dblp.org/rec/conf/amcc/IzadiBG20,Impedance Modulation for Negotiating Control Authority in a Haptic Shared Control Paradigm.,28,mismatch
22,26149,https://dblp.org/rec/conf/amcc/IzadiG21,Game-Theoretic Intent Negotiation in a Haptic Shared Control Paradigm.,22,mismatch
6,26163,https://dblp.org/rec/conf/amcc/JacobsonD21,Approximate Filippov-based Switching for Behavior-based Trajectory Tracking.,6,mismatch
6,26196,https://dblp.org/rec/conf/amcc/JainFBP20,Exponential stability criteria for neural network based control of nonlinear systems.,6,mismatch
28,26199,https://dblp.org/rec/conf/amcc/JainGSCH21,Transfer-Learnt Models for Predicting Electricity Consumption in Buildings with Limited and Sparse Field Data.,28,mismatch
35,26201,https://dblp.org/rec/conf/amcc/JainHM20,Term-by-Term Observer Design Method to Estimate NH3 Storage in SCR Catalyst.,35,mismatch
28,26202,https://dblp.org/rec/conf/amcc/JainKBHCRAV21,Occupancy-Driven Stochastic Decision Framework for Ranking Commercial Building Loads.,28,mismatch
6,26233,https://dblp.org/rec/conf/amcc/JangOM21,Large-Scale Invariant Sets for Safe Coordination of Thermostatic Loads.,6,mismatch
28,26243,https://dblp.org/rec/conf/amcc/Janot21,A Separable Instrumental Variable Method for Robot Identification.,28,mismatch
6,26246,https://dblp.org/rec/conf/amcc/Jansch-PortoHD20,Convergence Guarantees of Policy Optimization Methods for Markovian Jump Linear Systems.,6,mismatch
6,26255,https://dblp.org/rec/conf/amcc/JaoudeGF21,Computing State Invariants Using Point-Wise Integral Quadratic Constraints and the S-procedure.,6,mismatch
6,26265,https://dblp.org/rec/conf/amcc/JavedP021,Excitation Conditions for Uniform ExponentiaGBl Stability of the Cooperative Gradient Algorithm over Weakly Connected Digraphs.,6,mismatch
